areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09
Midtown East,Manhattan,neighborhood,1175000.000,1150000.000,1132500.000,1107000.000,1149500.000,1115000.000,1112500.000,1075000.000,1075000.000,1123247.000,1158850.000,1110000.000,1110000.000,1097000.000,1099900.000,1095000.000,1067500.000,995000.000,995000.000,999000.000,950000.000,985000.000,995000.000,975000.000,995000.000,1097500.000,1199000.000,1199000.000,1195000.000,1195000.000,1175000.000,1199000.000,1295000.000,1249000.000,1262000.000,1362500.000,1399000.000,1349500.000,1322500.000,1290000.000,1250000.000,1334500.000,1350000.000,1550000.000,1450000.000,1550000.000,1522500.000,1595000.000,1700000.000,1600000.000,1550000.000,1550000.000,1595000.000,1675000.000,1685000.000,1712000.000,1775000.000,1775000.000,1697000.000,1699000.000,1699000.000,1777500.000,1862500.000,1799000.000,1850000.000,1800000.000,1862500.000,1849000.000,1900000.000,1900000.000,1900000.000,1875000.000,1785000.000,1727495.000,1675000.000,1749500.000,1850000.000,1899000.000,1850000.000,1850000.000,1850000.000,1875000.000,1950000.000,1950000.000,1872495.000,1962500.000,1750000.000,1692500.000,1692500.000,1650000.000,1600000.000,1600000.000,1695000.000,1695000.000,1650000.000,1675000.000,1681000.000,1675000.000,1578250.000,1510000.000,1562500.000,1499000.000,1500000.000,1498000.000,1585000.000,1520000.000,1500000.000,1499500.000,1500000.000,1595000.000,1599000.000,1635000.000,1550000.000,1495000.000,1500000.000,1550000.000,1600000.000,1575000.000,1625000.000,1612000.000,1725000.000,1650000.000,1637500.000,1695000.000,1550000.000,1430000.000,1395000.000,1395000.000,1350000.000,1350000.000,1375000.000,1315000.000,1250000.000,1295000.000,1299900.000,1299950.000,1325000.000,1361500.000,1449500.000,1475000.000,1495000.000,1495000.000,1495000.000,1550000.000,1595000.000,1595000.000,1550000.000,1500000.000,1495000.000,1480000.000,1499000.000,1499000.000,1550000.000,1595000.000,1595000.000,1680000.000,1767500.000,1895000.000,1745000.000,1845000.000,1749000.000,1685000.000,1749500.000,1845000.000,1895000.000
Midtown South,Manhattan,neighborhood,1385000.000,1362500.000,1395000.000,1395000.000,1409000.000,1485000.000,1295000.000,1260000.000,1250000.000,1250000.000,1250000.000,1295000.000,1280000.000,1250000.000,1250000.000,1125000.000,1395000.000,1250000.000,1399000.000,1399000.000,1390000.000,1598888.000,1550000.000,1598888.000,1150000.000,1150000.000,1550000.000,1520000.000,1525000.000,1674450.000,1675000.000,1750000.000,1635000.000,1550000.000,1550000.000,1550000.000,1572500.000,1635000.000,1610000.000,1800000.000,1610000.000,1800000.000,1790000.000,1562500.000,1500000.000,1475000.000,1672500.000,1672500.000,1572500.000,1967500.000,2067500.000,1772500.000,2192500.000,2185000.000,1597500.000,1600000.000,1597500.000,1570000.000,1570000.000,1780000.000,1605000.000,2075000.000,2345000.000,1988000.000,1712500.000,1787500.000,1895000.000,1950000.000,2370000.000,2370000.000,2442500.000,2756500.000,2791500.000,2410000.000,2380000.000,2302500.000,2150000.000,2150000.000,2000000.000,2300000.000,2300000.000,2150000.000,2225000.000,2368000.000,2500000.000,2500000.000,2300000.000,2368000.000,2172500.000,2125000.000,1997500.000,2050000.000,2178000.000,2090000.000,1999000.000,2000000.000,2047500.000,2022500.000,2000000.000,1999000.000,1995000.000,1995000.000,2224500.000,1999000.000,1999000.000,1999000.000,2199000.000,2199000.000,2440000.000,2385000.000,1800000.000,1922500.000,1999000.000,1897000.000,1747500.000,1999000.000,1999000.000,1892500.000,1722500.000,1795000.000,1941500.000,1941500.000,1695000.000,1500000.000,1507775.000,1565550.000,1452500.000,1600000.000,1402500.000,1395000.000,1395000.000,1524500.000,1567500.000,1575000.000,1370000.000,1410000.000,1390000.000,1350000.000,1277000.000,1489000.000,1695000.000,2087500.000,2350000.000,2087500.000,2087500.000,2275000.000,1400000.000,1438000.000,1550000.000,1550000.000,1550000.000,1550000.000,1591250.000,1587500.000,1695000.000,1795000.000,1697000.000,1699000.000,1600000.000,1695000.000,1647500.000,1575000.000,1762500.000,1750000.000,1775000.000
Midtown West,Manhattan,neighborhood,960000.000,900000.000,965000.000,940000.000,900000.000,927500.000,927500.000,950000.000,950000.000,975000.000,950000.000,977000.000,999000.000,1015000.000,1052500.000,1007500.000,1015000.000,1050000.000,1100000.000,1135000.000,1150000.000,1100000.000,1162500.000,1195000.000,1200000.000,1200000.000,1200000.000,1150000.000,1200000.000,1240000.000,1290000.000,1300000.000,1350000.000,1395000.000,1412500.000,1425000.000,1325000.000,1350000.000,1399500.000,1314500.000,1100000.000,1100000.000,1125000.000,1150000.000,1200000.000,1067500.000,1178000.000,1274500.000,1274500.000,1210000.000,1210000.000,1320000.000,1350000.000,1205000.000,1325000.000,1345000.000,1495000.000,1440000.000,1470000.000,1450000.000,1475000.000,1439500.000,1500000.000,1535000.000,1500000.000,1489000.000,1547500.000,1587500.000,1550000.000,1505000.000,1525000.000,1525000.000,1505000.000,1428500.000,1395000.000,1412500.000,1412500.000,1495000.000,1500000.000,1636500.000,1650000.000,1750000.000,1749000.000,1775000.000,1792500.000,1806000.000,1827500.000,1795000.000,1795000.000,1795000.000,1700000.000,1639500.000,1665000.000,1595000.000,1699500.000,1699000.000,1700000.000,1697000.000,1695000.000,1695000.000,1700000.000,1675000.000,1639000.000,1650000.000,1549500.000,1545000.000,1545000.000,1577000.000,1595000.000,1425000.000,1450000.000,1595000.000,1545000.000,1500000.000,1499950.000,1490000.000,1599000.000,1575000.000,1597000.000,1599000.000,1600000.000,1637500.000,1600000.000,1600000.000,1595000.000,1555000.000,1462500.000,1475000.000,1399000.000,1395000.000,1399000.000,1475000.000,1477000.000,1525000.000,1495000.000,1570000.000,1450000.000,1455000.000,1495000.000,1475000.000,1550000.000,1595000.000,1600000.000,1595000.000,1595000.000,1500000.000,1450000.000,1412500.000,1485000.000,1425000.000,1437500.000,1450000.000,1577500.000,1495000.000,1625000.000,1612500.000,1625000.000,1597000.000,1500000.000,1597500.000,1500000.000,1500000.000,1575000.000,1595000.000,1595000.000
Midwood,Brooklyn,neighborhood,499000.000,515950.000,507475.000,515950.000,,,,,,,,,,464500.000,464500.000,464500.000,,,,,,464500.000,413500.000,464500.000,,439000.000,,,896500.000,896500.000,875000.000,922500.000,,,,,,622500.000,,,,,,,,,,,,,,,415000.000,415000.000,415000.000,,,,,,,,,,457000.000,457000.000,547000.000,545000.000,549000.000,594000.000,678500.000,,606000.000,606000.000,550000.000,606000.000,,,599900.000,,900000.000,899500.000,819000.000,819000.000,697000.000,677500.000,739000.000,709000.000,699999.000,709000.000,706500.000,707000.000,720000.000,702000.000,725000.000,725000.000,740000.000,726578.000,710000.000,710000.000,710000.000,726578.000,725000.000,712000.000,699000.000,707000.000,699000.000,699000.000,692000.000,699000.000,699000.000,699000.000,689000.000,677000.000,675000.000,675000.000,675000.000,642000.000,649000.000,639500.000,575000.000,550000.000,564000.000,569000.000,580000.000,591000.000,612500.000,610000.000,612500.000,565000.000,565000.000,557500.000,550000.000,549000.000,550000.000,550000.000,574500.000,599000.000,607000.000,657500.000,592000.000,592000.000,590000.000,590000.000,615000.000,648500.000,598000.000,592000.000,570000.000,598500.000,599000.000,619000.000,615000.000,637000.000,664500.000,650000.000,637500.000,609000.000,650000.000,629000.000,679000.000,679000.000,710000.000,722500.000,725000.000
Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morningside Heights,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.000,2162500.000,1850000.000,1800000.000,1987500.000,1987500.000,2100000.000,1987500.000,2087500.000,1875000.000,1875000.000,1875000.000,2020000.000,1875000.000,1932500.000,2100000.000,1990000.000,1990000.000,2092500.000,2110000.000,2155000.000,2155000.000,2092500.000,2092500.000,2250000.000,2250000.000,2250000.000,2375000.000,2375000.000,2162500.000,2585000.000,2580000.000,2585000.000,2580000.000,2580000.000,2035000.000,2580000.000,2590000.000,2600000.000,2615000.000,2580000.000,2395000.000,2335000.000,2335000.000,2415000.000,2475000.000,2475000.000,2475000.000,2475000.000,2475000.000,2295000.000,2297500.000,2095000.000,2110000.000,2300000.000,2332500.000,2307500.000
Morris Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris Park,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrisania,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mott Haven,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509000.000,,524000.000,524000.000,524000.000,529000.000,514000.000,499000.000,499000.000,499000.000,,,,499000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYC,,city,895000.000,885000.000,895000.000,869000.000,860000.000,855000.000,835000.000,810000.000,799990.000,825000.000,799000.000,820000.000,817650.000,845500.000,866800.000,870000.000,870000.000,855000.000,850000.000,870000.000,895000.000,905000.000,930000.000,945000.000,950000.000,980000.000,990000.000,990000.000,995000.000,999000.000,999000.000,995000.000,995000.000,995000.000,998500.000,1000000.000,1008000.000,1050000.000,1100000.000,1100000.000,1100000.000,1150000.000,1200000.000,1250000.000,1300000.000,1395000.000,1439500.000,1545000.000,1550000.000,1475000.000,1425000.000,1450000.000,1475000.000,1469000.000,1450000.000,1475000.000,1575000.000,1650000.000,1700000.000,1780000.000,1790000.000,1796500.000,1790000.000,1755000.000,1750000.000,1735000.000,1750000.000,1775000.000,1750000.000,1775000.000,1830000.000,1895000.000,1850000.000,1795000.000,1795000.000,1799000.000,1795000.000,1775000.000,1775000.000,1755000.000,1750000.000,1729950.000,1700000.000,1750000.000,1749000.000,1700000.000,1650000.000,1680000.000,1649990.000,1595000.000,1595000.000,1575000.000,1600000.000,1600600.000,1632500.000,1650000.000,1629500.000,1595000.000,1550000.000,1545000.000,1500000.000,1475000.000,1430000.000,1411000.000,1420000.000,1399000.000,1450000.000,1475000.000,1450000.000,1445000.000,1395500.000,1450000.000,1475000.000,1400000.000,1399000.000,1375000.000,1425000.000,1410000.000,1450000.000,1480000.000,1495000.000,1490000.000,1495000.000,1495625.000,1455000.000,1450140.000,1399000.000,1395000.000,1395000.000,1395000.000,1395000.000,1390000.000,1350000.000,1349999.000,1333000.000,1340000.000,1349000.000,1325000.000,1325000.000,1310495.000,1350000.000,1399000.000,1399000.000,1450000.000,1495000.000,1478500.000,1450000.000,1450000.000,1450000.000,1440000.000,1450000.000,1472500.000,1500000.000,1550000.000,1590000.000,1550000.000,1550000.000,1575000.000,1510000.000,1545000.000,1510000.000,1500000.000,1500000.000,1495000.000,1550000.000
New Hyde Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolita,Manhattan,neighborhood,2950000.000,3000000.000,2950000.000,2895000.000,2900000.000,3150000.000,2900000.000,3025000.000,2880000.000,2450000.000,,,,,,,,,,,,,2750000.000,3372500.000,3372500.000,3995000.000,2950000.000,2750000.000,2350000.000,,,,,,,1550000.000,1565000.000,2325000.000,,,,,,,,,,,2097500.000,2097500.000,2399500.000,2300000.000,2900000.000,2800000.000,2900000.000,2900000.000,2900000.000,3000000.000,3495000.000,3495000.000,7890000.000,9500000.000,11225000.000,11250000.000,9975000.000,10600000.000,6445000.000,8320000.000,8320000.000,7700000.000,7795000.000,7890000.000,10600000.000,7250000.000,7700000.000,8080000.000,7870000.000,7870000.000,7720000.000,7720000.000,8000000.000,8040000.000,8080000.000,7500000.000,7500000.000,5895000.000,7125000.000,5895000.000,6625000.000,4047500.000,3400000.000,3300000.000,2976000.000,3300000.000,3700000.000,3997500.000,3350000.000,4000000.000,4000000.000,3612500.000,3575000.000,3495000.000,3400000.000,3535000.000,3425000.000,3147500.000,3147500.000,3450000.000,3472500.000,3495000.000,3447500.000,3697500.000,3497500.000,3400000.000,3350000.000,3350000.000,3400000.000,3950000.000,3995000.000,3995000.000,3625000.000,3000000.000,3100000.000,2875000.000,3000000.000,3850000.000,3250000.000,3295000.000,3295000.000,3125000.000,3000000.000,3687500.000,3550000.000,3000000.000,3050000.000,3000000.000,3395000.000,4200000.000,5000000.000,5994500.000,6989000.000,6989000.000,4300000.000,3500000.000,5119500.000,3125000.000,2162000.000,2129000.000,2625000.000,2625000.000,2800000.000,2747500.000,3172500.000,3172500.000,3172500.000,3495000.000,3745000.000,4597500.000,3995000.000,3222500.000,2950000.000,3222500.000,3300000.000,3300000.000,2750000.000
North Brooklyn,Brooklyn,submarket,599000.000,599000.000,599000.000,599000.000,615000.000,599000.000,599000.000,585000.000,579000.000,575000.000,595000.000,585000.000,585000.000,585000.000,595000.000,595000.000,599000.000,599000.000,567000.000,579000.000,595000.000,635000.000,625000.000,634000.000,629000.000,643000.000,669000.000,695000.000,750000.000,725000.000,719000.000,699000.000,679000.000,649000.000,659000.000,649000.000,675000.000,689000.000,738000.000,807500.000,849000.000,815000.000,815000.000,847000.000,875000.000,899000.000,949000.000,983750.000,948500.000,941500.000,948000.000,969500.000,997000.000,995000.000,955000.000,995000.000,1100000.000,1185000.000,1185000.000,1165000.000,1100000.000,1099000.000,1100000.000,1125000.000,1130000.000,1092000.000,1075000.000,1100000.000,1069000.000,1100000.000,1100000.000,1113550.000,1199000.000,1125000.000,1195000.000,1150000.000,1165000.000,1101050.000,1150000.000,1109825.000,1102100.000,1100000.000,1149500.000,1121875.000,1135000.000,1118750.000,1100000.000,1140000.000,1195000.000,1200000.000,1225000.000,1209600.000,1230000.000,1202640.000,1195000.000,1195000.000,1195000.000,1250000.000,1250000.000,1256935.000,1250000.000,1249000.000,1225000.000,1200000.000,1220000.000,1249000.000,1265000.000,1325000.000,1295000.000,1250000.000,1199000.000,1225000.000,1199500.000,1225000.000,1198000.000,1195000.000,1195000.000,1199000.000,1245000.000,1215000.000,1247000.000,1249000.000,1200000.000,1199498.000,1195000.000,1195000.000,1195000.000,1200000.000,1199000.000,1230000.000,1232500.000,1205000.000,1217500.000,1230000.000,1197125.000,1200000.000,1227500.000,1235000.000,1249500.000,1250000.000,1250000.000,1295000.000,1300000.000,1299000.000,1275000.000,1300000.000,1325000.000,1275000.000,1295000.000,1250000.000,1295000.000,1350000.000,1350000.000,1337000.000,1349000.000,1275000.000,1322500.000,1375000.000,1249000.000,1295000.000,1425000.000,1432500.000,1450000.000,1450000.000,1397000.000
North Corona,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393000.000,396500.000,396500.000,398250.000,461750.000,398500.000,537500.000,537500.000,525000.000,525000.000,525000.000,537500.000,537500.000,537500.000,537500.000,537500.000,537500.000,550000.000,550000.000,550000.000,550000.000,550000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,543500.000,,,,,,,,,,,,,,,,,,,,,499999.000,491000.000,490000.000,490000.000,490000.000,488888.000,492000.000,499999.000,,,,,,,,,,,,,,,,,,,385400.000,385400.000,,,,,,505000.000,,540000.000,,,512000.000,515000.000,490500.000,490500.000,520000.000,520000.000,520000.000,480000.000,480000.000,480000.000,468000.000,468000.000,,468000.000,468000.000,,474000.000,,,,,490500.000,488500.000
Northeast Queens,Queens,submarket,550140.000,491500.000,498000.000,485000.000,468000.000,459000.000,440075.000,403500.000,397964.000,393964.000,410000.000,398500.000,419000.000,425000.000,425000.000,419000.000,419000.000,410000.000,399000.000,441400.000,450500.000,458500.000,455000.000,485000.000,461310.000,524707.000,556500.000,555750.000,589000.000,595000.000,593250.000,599500.000,610000.000,595000.000,749375.000,753375.000,760500.000,778900.000,779800.000,777500.000,789000.000,792500.000,803250.000,796000.000,665625.000,492000.000,434888.000,462000.000,478500.000,375888.000,370388.000,367888.000,367888.000,398888.000,420888.000,423888.000,420888.000,400888.000,489000.000,549000.000,587500.000,549000.000,629888.000,649888.000,645000.000,648000.000,648000.000,661250.000,645000.000,648000.000,648000.000,661250.000,703388.000,700888.000,721888.000,715888.000,675000.000,624613.000,599000.000,701444.000,725888.000,739388.000,748888.000,785000.000,836888.000,843444.000,915888.000,929444.000,915888.000,824388.000,752888.000,791944.000,946388.000,819000.000,759000.000,740000.000,699000.000,788000.000,729000.000,750000.000,750000.000,803388.000,847500.000,835888.000,850888.000,849000.000,833388.000,845000.000,842000.000,810198.000,739000.000,720000.000,748000.000,749000.000,750000.000,750000.000,718000.000,699444.000,699888.000,732348.000,702500.000,734400.000,705250.000,747944.000,759000.000,750000.000,735000.000,736950.000,737375.000,729000.000,735975.000,736950.000,718000.000,699000.000,718000.000,718944.000,699000.000,699000.000,698000.000,703000.000,699000.000,699500.000,727500.000,727500.000,730000.000,739000.000,748888.000,755000.000,748888.000,758000.000,758000.000,765000.000,749000.000,758000.000,799000.000,748500.000,744650.000,753350.000,759368.000,772123.000,756543.000,725725.000,697840.000,699000.000,699653.000
Northwest Brooklyn,Brooklyn,submarket,649000.000,649000.000,649000.000,649000.000,635000.000,600000.000,592000.000,585000.000,575000.000,585000.000,585750.000,639000.000,627000.000,633500.000,660000.000,689500.000,695000.000,699000.000,697000.000,712500.000,719500.000,719588.000,729500.000,749000.000,779500.000,790000.000,799495.000,799000.000,800000.000,799990.000,825000.000,825000.000,809000.000,870000.000,870000.000,877500.000,870000.000,875000.000,899000.000,849000.000,895000.000,849000.000,849000.000,840000.000,849000.000,895000.000,899000.000,998500.000,998500.000,1017500.000,960000.000,945000.000,989500.000,1037500.000,985000.000,1080000.000,1200000.000,1250000.000,1250000.000,1347000.000,1385000.000,1439488.000,1475000.000,1464000.000,1500000.000,1557500.000,1595000.000,1599400.000,1500000.000,1500000.000,1550000.000,1599000.000,1680000.000,1557500.000,1495000.000,1522500.000,1495000.000,1495000.000,1450000.000,1440000.000,1499500.000,1400000.000,1389017.000,1370399.000,1395000.000,1380788.000,1395000.000,1408875.000,1399000.000,1399000.000,1372092.000,1399000.000,1399000.000,1443975.000,1431341.000,1600000.000,1499500.000,1497000.000,1485000.000,1443975.000,1443975.000,1499000.000,1462500.000,1495000.000,1455000.000,1395000.000,1392987.000,1400000.000,1512500.000,1495000.000,1400000.000,1425000.000,1400000.000,1425000.000,1395000.000,1395000.000,1400000.000,1450000.000,1482500.000,1450000.000,1450000.000,1495000.000,1477500.000,1525000.000,1545000.000,1500000.000,1490000.000,1435000.000,1422500.000,1400000.000,1425000.000,1450000.000,1475000.000,1499000.000,1492500.000,1496000.000,1535000.000,1495000.000,1500000.000,1500000.000,1610000.000,1725000.000,1650000.000,1887500.000,1940000.000,1850000.000,1757500.000,1700000.000,1785000.000,1800000.000,1825000.000,1805000.000,1795000.000,1875000.000,1897500.000,1925000.000,1895000.000,1975000.000,1895000.000,1887500.000,1795000.000,1775000.000,1825000.000,1850000.000,1942500.000
Northwest Queens,Queens,submarket,561750.000,569500.000,555000.000,545000.000,529000.000,545000.000,534240.000,524500.000,535000.000,549000.000,534240.000,560000.000,580000.000,590000.000,600000.000,599000.000,585000.000,575000.000,564000.000,559500.000,563000.000,571875.000,554500.000,575375.000,645500.000,639000.000,630000.000,684000.000,674000.000,685000.000,696500.000,699000.000,714500.000,675000.000,679000.000,689000.000,685800.000,707000.000,689000.000,695000.000,740000.000,679000.000,682750.000,740000.000,750000.000,749450.000,730800.000,749950.000,749900.000,757000.000,667500.000,675000.000,665475.000,612000.000,654500.000,686500.000,639500.000,605000.000,660000.000,622500.000,679000.000,702500.000,705000.000,759000.000,780000.000,799000.000,800000.000,789000.000,812000.000,819500.000,825000.000,857500.000,875000.000,899000.000,867000.000,899000.000,900000.000,877500.000,880000.000,890000.000,865000.000,875000.000,895000.000,980000.000,1031500.000,1002000.000,949000.000,984500.000,1001500.000,944000.000,940000.000,950000.000,940000.000,926500.000,969875.000,1050000.000,1020000.000,898000.000,896500.000,879000.000,880000.000,875000.000,895000.000,892500.000,890000.000,895000.000,899000.000,935000.000,930000.000,897000.000,897000.000,907675.000,941816.000,987432.000,1026895.000,1057000.000,996643.000,978102.000,997345.000,945632.000,954289.000,975000.000,975000.000,995000.000,995000.000,982500.000,949000.000,975000.000,982000.000,930000.000,899000.000,875000.000,875000.000,865000.000,915582.000,975000.000,940888.000,944209.000,935000.000,910000.000,889000.000,890000.000,899000.000,900000.000,914800.000,942255.000,950000.000,916250.000,895000.000,850000.000,855250.000,840798.000,819000.000,844000.000,849000.000,837596.000,837596.000,888000.000,895000.000,899000.000,885000.000,872650.000,871500.000,850000.000,857500.000
Norwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Parkway,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Slope,Brooklyn,neighborhood,649000.000,649000.000,649750.000,675000.000,727000.000,699000.000,692400.000,650000.000,675000.000,657000.000,655000.000,687000.000,675000.000,670000.000,650000.000,644500.000,675000.000,617875.000,675000.000,675000.000,675000.000,689000.000,709050.000,709050.000,723438.000,720000.000,755000.000,799000.000,799000.000,782500.000,834000.000,799000.000,767500.000,799000.000,885000.000,909000.000,895000.000,865000.000,870000.000,925000.000,997000.000,975000.000,975000.000,875000.000,979000.000,995000.000,1100000.000,1150000.000,1047000.000,899000.000,999000.000,1024500.000,899000.000,975000.000,1125000.000,985000.000,990000.000,1100000.000,1075000.000,1175000.000,1125000.000,1175000.000,1162500.000,1150000.000,1199000.000,1200000.000,1097000.000,1099000.000,1310000.000,1395000.000,1380000.000,1364500.000,1385000.000,1389000.000,1295000.000,1250000.000,1282000.000,1295000.000,1295000.000,1307500.000,1395000.000,1365000.000,1427000.000,1504500.000,1510000.000,1575000.000,1667500.000,1510000.000,1549500.000,1585000.000,1590000.000,1649000.000,1495000.000,1395000.000,1400000.000,1400000.000,1370000.000,1350000.000,1450000.000,1550000.000,1542000.000,1497000.000,1395000.000,1495000.000,1487500.000,1250000.000,1385000.000,1300000.000,1300000.000,1480000.000,1650000.000,1547500.000,1497500.000,1432500.000,1395000.000,1392500.000,1437500.000,1395000.000,1400000.000,1595000.000,1499000.000,1550005.000,1600000.000,1595000.000,1595000.000,1595000.000,1545000.000,1500000.000,1475000.000,1399000.000,1495000.000,1500000.000,1599000.000,1495000.000,1599000.000,1599000.000,1650000.000,1595000.000,1625000.000,1595000.000,1549500.000,1447500.000,1500000.000,1595000.000,1825000.000,1672500.000,1620000.000,1645000.000,1595000.000,1595000.000,1625000.000,1725000.000,1500000.000,1522500.000,1545000.000,1495000.000,1675000.000,1699000.000,1675000.000,1599000.000,1695000.000,1750000.000,1887000.000,1882000.000,1695000.000
